id,sex,employment,married,income,digital3,default
11165,F,student,0,22461,0.27669486,0
11166,M,employed,1,7673,0.55236429,0
11167,F,retired,1,4303,0.21501283,0
11168,M,employed,1,21467,0.17384435,0
11169,F,employed,1,4945,0.85015476,1
11170,M,student,0,88116,0.95603371,0
11171,M,employed,1,60975,0.72385055,0
11172,M,employed,1,25865,0.0,0
11173,M,employed,1,36117,0.020723779,0
11174,M,employed,1,12859,0.0,0
11175,M,unemployed,1,0,0.0,0
11176,F,employed,1,20945,0.95148724,0
11177,M,employed,0,14024,0.56621736,0
11178,M,employed,0,9059,0.37523282,0
11179,M,employed,1,86771,0.0,0
11180,F,retired,0,962,0.30166769,0
11181,M,unemployed,0,6138,0.48574394,0
11182,M,employed,0,11290,0.0,0
11183,M,employed,1,21851,0.48810309,0
11184,F,employed,0,13051,0.36036727,0
11185,F,employed,0,28201,0.61693281,0
11186,F,unemployed,0,0,0.51185262,0
11187,M,employed,1,16964,0.50939423,0
11188,M,employed,0,55968,0.085247763,0
11189,F,retired,1,11951,0.0,0
11190,M,employed,1,15230,0.85284817,0
11191,M,employed,1,15190,0.49002653,1
11192,M,employed,1,6457,0.78667003,0
11193,M,student,0,0,0.38103727,0
11194,F,employed,1,44956,0.19775975,0
11195,F,employed,1,13415,0.14186093,0
11196,M,employed,1,20759,0.46895927,0
11197,M,employed,1,6704,0.90473622,1
11198,M,employed,1,24287,0.5459466,0
11199,F,employed,1,12544,0.19440092,0
11200,M,employed,0,14356,0.3439199,0
11201,M,employed,1,7142,0.52592677,0
11202,F,student,1,0,0.95399785,0
11203,M,student,0,0,0.26975006,0
11204,M,employed,1,11029,0.58396047,0
11205,M,employed,1,18223,0.0,0
11206,M,employed,0,24877,0.0,0
11207,M,employed,1,5810,0.8687045,0
11208,F,unemployed,1,0,0.59906811,0
11209,F,employed,0,8149,0.0,0
11210,F,employed,1,15536,0.75201941,0
11211,F,employed,1,16246,0.043985315,0
11212,M,student,0,10569,0.90292573,0
11213,M,employed,1,34937,0.57767397,0
11214,M,employed,1,11472,0.0,0
11215,M,employed,1,19662,0.63962179,0
11216,M,student,0,0,0.97207153,0
11217,M,employed,1,28306,0.19823337,0
11218,M,student,0,0,0.87785006,0
11219,M,student,0,1965,0.8802911,0
11220,M,employed,0,79001,0.72411072,0
11221,M,employed,1,8248,0.15683734,0
11222,F,employed,1,11791,0.84365618,0
11223,M,employed,1,23147,0.4833813,0
11224,M,employed,1,16353,0.0,0
11225,M,student,0,20167,0.20901331,0
11226,F,employed,1,4134,0.64798355,0
11227,M,employed,1,139575,0.62666166,0
11228,M,unemployed,0,21615,0.38170829,0
11229,F,employed,0,7511,0.71390426,0
11230,M,student,0,0,0.0,0
11231,M,student,0,0,0.72997636,0
11232,F,employed,1,17086,0.27061051,1
11233,F,unemployed,1,0,0.30721092,0
11234,M,employed,0,7346,0.65389889,0
11235,F,employed,0,20952,0.0,0
11236,M,employed,1,10347,0.8747732,1
11237,M,employed,0,7813,0.56277579,0
11238,M,student,1,0,0.95859045,0
11239,F,employed,1,7902,0.52717912,0
11240,M,employed,1,5264,0.52765328,0
11241,F,unemployed,1,4106,0.0,1
11242,M,employed,1,15494,0.43404806,0
11243,M,retired,1,7017,0.26398045,0
11244,F,employed,1,4703,0.63857514,0
11245,M,unemployed,1,0,0.89378548,0
11246,F,employed,1,29510,0.23942256,0
11247,F,student,0,0,0.92179686,0
11248,M,employed,1,8954,0.69643658,0
11249,M,student,0,0,0.11706036,0
11250,M,employed,1,8576,0.74490637,0
11251,F,employed,1,7358,0.90268004,0
11252,M,employed,1,9358,0.5178566,0
11253,F,unemployed,1,6367,0.53290409,0
11254,M,employed,1,59218,0.74277353,0
11255,M,employed,0,10174,0.0,0
11256,M,employed,1,11470,0.51303625,0
11257,F,unemployed,0,20562,0.10295205,0
11258,F,employed,0,21203,0.0,0
11259,M,employed,1,9697,0.72638893,0
11260,M,employed,0,14866,0.29309151,0
11261,F,employed,1,12971,0.83994591,0
11262,F,employed,0,5580,0.22002602,1
11263,M,employed,1,14068,0.51008064,0
11264,M,employed,1,136225,0.79712439,0
11265,F,employed,0,12290,0.0,0
11266,F,employed,1,4865,0.0,0
11267,F,unemployed,1,10827,0.15578634,0
11268,F,employed,1,7142,0.021715872,0
11269,M,unemployed,1,11631,0.74457508,0
11270,M,student,0,0,0.76762718,0
11271,F,employed,1,15886,0.52539748,0
11272,F,employed,1,113097,0.80165386,0
11273,M,retired,1,10970,0.0,0
11274,F,student,0,18536,0.95144951,0
11275,M,employed,1,15284,0.16014436,0
11276,M,student,0,24010,0.063476942,0
11277,M,employed,1,6651,0.72109556,0
11278,F,unemployed,0,26315,0.0,0
11279,M,employed,1,9991,0.0,0
11280,M,employed,1,6307,0.99658859,0
11281,M,employed,1,128468,0.74046969,0
11282,M,retired,0,28809,0.22297373,0
11283,F,unemployed,1,0,0.65653688,0
11284,F,employed,1,17505,0.91755837,0
11285,F,retired,1,4761,0.22251873,1
11286,M,unemployed,1,0,0.50157553,0
11287,M,student,0,0,0.81694353,0
11288,M,unemployed,1,0,0.55294752,0
11289,F,employed,1,18852,0.68368512,0
11290,F,unemployed,1,14487,0.84158713,0
11291,F,employed,1,81973,0.23955758,0
11292,M,employed,1,11176,0.778391,0
11293,F,retired,1,35592,0.055380523,0
11294,F,student,1,0,0.18582408,0
11295,M,employed,0,24357,0.54819506,0
11296,F,employed,0,10894,0.066365756,0
11297,M,employed,1,7327,0.60806501,0
11298,M,retired,1,3647,0.0,1
11299,M,employed,1,23583,0.70986819,0
11300,M,employed,0,6800,0.79832858,0
11301,M,unemployed,1,0,0.12121986,0
11302,M,student,1,13214,0.88121253,0
11303,M,unemployed,1,48991,0.0,0
11304,M,unemployed,1,0,0.036327347,0
11305,M,employed,0,9446,0.55288333,0
11306,M,unemployed,0,0,0.0,0
11307,F,employed,0,17812,0.69032866,0
11308,M,employed,1,22402,0.034760743,0
11309,F,retired,0,3744,0.081956044,0
11310,M,employed,0,9402,0.99580938,0
11311,M,employed,1,79376,0.76812583,0
11312,F,student,0,0,0.75993603,0
11313,M,student,0,70555,0.0,0
11314,M,employed,1,43714,0.5200752,0
11315,F,employed,0,67200,0.0,0
11316,F,retired,1,2390,0.0,0
11317,M,employed,1,31980,0.57760692,0
11318,F,employed,0,15686,0.34459478,0
11319,F,student,0,0,0.0,0
11320,M,student,0,0,0.20508705,1
11321,F,student,0,31835,0.97369909,0
11322,F,employed,0,7501,0.0,0
11323,M,employed,0,5955,0.17060091,0
11324,M,employed,1,17480,0.51799238,0
11325,M,employed,0,9046,0.0,0
11326,M,employed,1,17404,0.08016514,0
11327,M,employed,1,38777,0.59135276,0
11328,M,employed,0,6046,0.67664844,0
11329,F,retired,1,6926,0.0,0
11330,F,employed,0,46778,0.52822798,0
11331,M,student,0,0,0.89299357,0
11332,F,retired,1,5902,0.36966354,0
11333,F,retired,1,10615,0.0,0
11334,M,employed,1,33876,0.5920611,0
11335,F,student,1,0,0.97782582,0
11336,M,student,0,0,0.97781026,0
11337,F,employed,1,6329,0.50696707,0
11338,M,employed,1,10722,0.68377531,1
11339,M,employed,1,16287,0.25084108,0
11340,M,employed,1,8540,0.59923345,0
11341,M,retired,0,39642,0.084466465,0
11342,F,employed,0,12975,0.79850996,0
11343,F,employed,1,6156,0.81440413,0
11344,F,student,0,0,0.91071427,0
11345,M,employed,1,13025,0.15576287,0
11346,M,employed,1,7610,0.26499566,0
11347,F,employed,1,5247,0.0,0
11348,F,employed,1,5803,0.8386482,1
11349,M,unemployed,0,0,0.95915997,1
11350,F,student,1,0,0.95322645,1
11351,M,retired,1,1324,0.0,0
11352,M,employed,1,20367,0.58776665,0
11353,F,employed,1,10117,0.24913506,0
11354,M,unemployed,1,11316,0.0,0
11355,M,employed,1,12541,0.86521977,0
11356,M,student,0,0,0.21218777,0
11357,F,student,0,4546,0.57121927,0
11358,M,employed,1,5963,0.082309529,0
11359,F,unemployed,1,0,0.59386176,0
11360,F,employed,1,7416,0.0,0
11361,M,employed,1,10256,0.75821668,0
11362,F,student,0,23811,0.93740255,0
11363,F,employed,0,6894,0.83373535,0
11364,M,student,0,0,0.58944011,0
11365,F,student,0,0,0.83728176,0
11366,M,student,0,0,0.0,0
11367,M,employed,1,43963,0.55289012,0
11368,F,retired,0,3163,0.0,0
11369,F,employed,1,6719,0.40147972,0
11370,F,employed,1,26285,0.083894633,0
11371,F,retired,1,2750,0.049672548,0
11372,M,student,0,0,0.90094805,0
11373,M,employed,0,19887,0.0,0
11374,M,unemployed,1,0,0.70378399,0
11375,F,student,0,2931,0.91665632,0
11376,F,employed,1,7647,0.32274744,0
11377,M,unemployed,1,8838,0.64266843,0
11378,F,student,1,8919,0.91788495,0
11379,M,employed,1,15698,0.61349994,0
11380,F,employed,1,5499,0.78929102,0
11381,F,employed,1,9417,0.1019088,1
11382,M,employed,1,25372,0.99631655,0
11383,F,employed,1,9805,0.0,0
11384,F,employed,1,9190,0.0,0
11385,M,employed,1,38808,0.60849923,0
11386,F,employed,1,5240,0.52343535,0
11387,M,employed,1,7019,0.0,0
11388,M,unemployed,1,9077,0.0,1
11389,M,student,0,76385,0.95448697,0
11390,M,unemployed,0,0,0.50658381,0
11391,M,employed,1,36903,0.40415779,0
11392,M,employed,1,7285,0.22310905,1
11393,M,employed,0,9376,0.0,0
11394,F,employed,0,10815,0.015053446,0
11395,M,employed,1,8539,0.0,0
11396,F,employed,1,6122,0.20982771,0
11397,F,student,0,4349,0.90924811,0
11398,F,unemployed,1,41842,0.64314091,0
11399,F,employed,1,8044,0.1505315,0
11400,F,retired,1,24036,0.0,0
11401,M,employed,0,17016,0.21703902,0
11402,M,student,1,0,0.84616494,0
11403,M,employed,1,9012,0.62095273,0
11404,F,employed,1,521162,0.68462211,0
11405,M,employed,1,8908,0.17689696,0
11406,F,unemployed,0,7107,0.15522358,1
11407,F,retired,1,3170,0.31759384,0
11408,F,employed,0,285094,0.0,0
11409,M,employed,1,10469,0.0,1
11410,F,employed,1,10647,0.62841976,0
11411,F,student,0,0,0.05793076,0
11412,F,employed,1,7404,0.91919219,0
11413,F,employed,0,108410,0.61924481,0
11414,F,employed,1,46206,0.0,0
11415,M,employed,1,14850,0.0,0
11416,M,employed,0,16415,0.18436335,0
11417,F,employed,1,5749,0.64955008,0
11418,M,unemployed,0,0,0.68936372,1
11419,F,employed,1,8529,0.072846837,0
11420,M,employed,1,5985,0.61850464,0
11421,M,retired,1,10797,0.23811647,0
11422,F,employed,1,18944,0.53691965,0
11423,F,retired,1,10149,0.26812834,0
11424,M,unemployed,1,25350,0.48440263,0
11425,M,employed,1,9415,0.54728204,0
11426,F,student,0,0,0.0,0
11427,M,retired,1,4001,0.0,0
11428,M,employed,1,11213,0.0,0
11429,F,unemployed,1,0,0.73021507,0
11430,M,retired,1,5169,0.13317253,0
11431,M,employed,0,30187,0.10185001,0
11432,M,employed,1,13328,0.52535605,0
11433,M,unemployed,1,0,0.0,0
11434,M,employed,1,5260,0.81917882,0
11435,F,unemployed,1,10983,0.23274429,0
11436,M,employed,1,9645,0.55996037,0
11437,M,employed,1,15817,0.45940262,0
11438,M,employed,0,8468,0.0,0
11439,F,employed,1,12557,0.40451738,0
11440,M,student,0,0,0.9725008,0
11441,F,employed,1,24106,0.0,0
11442,M,employed,1,27103,0.0,0
11443,M,unemployed,1,0,0.54324651,0
11444,M,retired,0,4475,0.0,0
11445,M,employed,1,25039,0.66782135,0
11446,F,employed,0,44950,0.0055014202,0
11447,M,employed,1,9899,0.35402581,1
11448,M,employed,1,32541,0.90240926,0
11449,M,employed,1,6705,0.054577153,0
11450,F,student,0,5112,0.0,0
11451,M,employed,1,12409,0.53169405,0
11452,F,employed,1,18549,0.44656616,0
11453,M,unemployed,0,69960,0.95336807,0
11454,M,employed,1,8387,0.44011974,0
11455,M,student,1,0,0.17190346,0
11456,M,retired,0,19120,0.21447396,0
11457,F,unemployed,1,0,0.85451573,0
11458,M,employed,1,6729,0.09079998,0
11459,F,student,0,0,0.99010205,0
11460,F,retired,0,18163,0.0,1
11461,M,employed,0,7087,0.0,0
11462,F,student,0,0,0.71165299,0
11463,F,retired,1,5203,0.0,0
11464,M,unemployed,0,13195,0.52643877,0
11465,M,employed,1,15944,0.64766192,1
11466,M,employed,1,30386,0.06439206,0
11467,M,retired,0,6634,0.0,0
11468,F,employed,1,14926,0.0,0
11469,M,employed,1,14466,0.31018335,0
11470,F,employed,1,8805,0.79036999,0
11471,F,employed,1,5553,0.58720398,0
11472,F,employed,1,4801,0.039774805,0
11473,M,employed,1,19168,0.15214007,0
11474,M,employed,1,13056,0.0,0
11475,F,unemployed,1,0,0.52810192,0
11476,F,employed,1,34217,0.91847908,0
11477,M,employed,0,16177,0.0,0
11478,M,employed,1,29103,0.66486734,0
11479,M,employed,0,5807,0.55328184,0
11480,M,retired,1,7791,0.29418015,0
11481,M,employed,1,15631,0.52973735,0
11482,F,employed,1,13517,0.27607015,0
11483,F,student,0,0,0.87399435,0
11484,F,employed,1,10611,0.2651709,0
11485,M,retired,0,4941,0.20079437,0
11486,M,student,0,17312,0.75174665,0
11487,M,employed,1,9271,0.4405084,1
11488,M,student,0,0,0.8058815,0
11489,M,employed,1,5680,0.12441637,1
11490,M,employed,1,6208,0.63579917,0
11491,M,retired,1,7114,0.32921273,0
11492,M,employed,1,50841,0.59971267,1
11493,F,employed,1,11366,0.50754589,0
11494,M,employed,1,8690,0.028744649,0
11495,M,employed,1,9406,0.48304203,0
11496,F,unemployed,1,0,0.28335544,0
11497,M,retired,0,1822,0.15996961,0
11498,M,employed,1,90309,0.0,0
11499,M,employed,1,11298,0.90552288,1
11500,M,employed,1,22805,0.0060079638,0
11501,M,unemployed,1,11190,0.62917441,0
11502,M,employed,1,37503,0.43894243,0
11503,M,student,0,9472,0.88554966,0
11504,M,retired,0,188263,0.0,0
11505,F,employed,1,8355,0.60070455,0
11506,M,student,0,0,0.71848434,1
11507,M,employed,1,33972,0.0,0
11508,M,employed,1,6258,0.80386531,0
11509,M,employed,1,18315,0.0,0
11510,M,student,0,0,0.84809017,0
11511,F,employed,1,9409,0.73305613,0
11512,M,student,0,7313,0.96310943,0
11513,F,employed,1,9642,0.0,0
11514,M,employed,1,6564,0.51631033,1
11515,F,employed,1,11406,0.68136913,0
11516,M,student,0,0,0.84879547,0
11517,F,employed,1,4734,0.0,0
11518,F,unemployed,0,0,0.0,0
11519,M,unemployed,1,93578,0.18472824,0
11520,F,employed,1,10086,0.76546466,1
11521,M,employed,1,14750,0.86649048,0
11522,M,student,0,0,0.74840891,0
11523,M,employed,0,22424,0.0,0
11524,F,employed,0,16174,0.80189639,0
11525,M,retired,1,56685,0.26052538,0
11526,F,employed,0,7863,0.0,1
11527,F,unemployed,0,0,0.48698595,0
11528,M,employed,1,15280,0.74335253,0
11529,F,unemployed,1,0,0.091457181,0
11530,F,student,1,0,0.93973076,0
11531,F,employed,0,5011,0.57376814,0
11532,M,student,0,0,0.53497654,0
11533,M,student,0,14812,0.23590553,0
11534,F,employed,1,4759,0.56171393,0
11535,M,employed,1,8436,0.71824741,0
11536,M,employed,1,13394,0.97482443,0
11537,M,employed,1,12193,0.774755,0
11538,M,unemployed,0,26182,0.0,0
11539,M,employed,1,10599,0.52502018,0
11540,M,unemployed,1,7693,0.9584384,0
11541,M,employed,1,22335,0.76971614,0
11542,M,employed,1,14319,0.68552154,0
11543,M,unemployed,1,22053,0.25051361,0
11544,F,employed,0,24493,0.53583097,1
11545,M,student,0,14082,0.11848403,0
11546,F,employed,1,66200,0.0,1
11547,F,unemployed,0,8438,0.0,0
11548,F,employed,1,22669,0.24319769,0
11549,M,employed,1,15445,0.0,0
11550,F,unemployed,1,0,0.77976906,1
11551,M,student,0,0,0.27995095,0
11552,M,employed,1,7727,0.011723504,0
11553,M,employed,1,5784,0.89850014,0
11554,F,employed,0,16411,0.56062889,0
11555,M,employed,1,14474,0.0,1
11556,M,employed,1,60755,0.020102421,0
11557,F,employed,1,17783,0.27118814,0
11558,F,student,0,0,0.60064566,1
11559,F,employed,1,10515,0.37584683,0
11560,M,employed,0,11944,0.0,0
11561,M,employed,1,20474,0.82493705,1
11562,F,employed,1,7044,0.028148841,0
11563,M,employed,1,6664,0.11550026,0
11564,F,employed,1,26946,0.61368817,0
11565,M,employed,1,16589,0.0,0
11566,M,student,0,11193,0.33428279,0
11567,F,unemployed,0,0,0.0,0
11568,F,employed,1,8667,0.0,0
11569,F,retired,1,6979,0.11200897,0
11570,F,unemployed,1,0,0.87981296,0
11571,M,student,0,2361,0.88995439,0
11572,F,student,0,0,0.90960234,0
11573,F,employed,0,6255,0.75824404,0
11574,M,employed,1,18061,0.70305079,0
11575,F,employed,0,8489,0.77601957,0
11576,M,employed,1,11196,0.56870699,0
11577,F,student,0,0,0.94644481,0
11578,M,employed,0,8696,0.65768981,0
11579,F,employed,0,8677,0.0,0
11580,M,employed,1,15099,0.41327381,0
11581,F,retired,0,9972,0.0,1
11582,M,employed,1,21832,0.0,0
11583,M,employed,0,18135,0.5297035,0
11584,F,employed,1,7938,0.0,0
11585,F,employed,1,214888,0.0,0
11586,F,employed,0,7053,0.99426156,1
11587,M,employed,1,8800,0.69775617,0
11588,M,employed,1,8182,0.59623134,0
11589,M,employed,1,7028,0.67823321,0
11590,M,employed,0,67072,0.0,0
11591,M,employed,1,10386,0.38139316,0
11592,F,employed,1,10039,0.78662121,0
11593,M,unemployed,1,0,0.45467377,0
11594,F,employed,1,12764,0.51841903,0
11595,M,student,1,0,0.90483028,0
11596,F,retired,0,5296,0.0,0
11597,F,employed,1,7730,0.61407167,0
11598,F,employed,1,123013,0.69688684,0
11599,F,employed,1,11909,0.24117507,0
11600,F,employed,1,16217,0.45786476,0
11601,F,unemployed,1,0,0.3838076,0
11602,M,retired,1,8283,0.13119265,0
11603,F,student,0,0,0.0,0
11604,M,student,0,37869,0.11163832,0
11605,M,retired,0,3035,0.17995229,0
11606,F,employed,1,12055,0.84164351,0
11607,M,employed,1,18401,0.71608514,0
11608,F,employed,0,7647,0.59948319,0
11609,M,employed,1,7184,0.73211741,0
11610,M,employed,0,6339,0.53316557,0
11611,F,employed,1,18125,0.88016075,0
11612,F,employed,0,20708,0.75265712,0
11613,F,employed,0,11580,0.80421692,0
11614,F,student,0,5589,0.86456114,0
11615,M,employed,0,12903,0.3936429,0
11616,M,employed,1,18154,0.31845707,0
11617,F,unemployed,1,0,0.00039209024,0
11618,M,employed,1,11494,0.0,0
11619,F,employed,1,22592,0.66636246,0
11620,F,retired,1,3031,0.31607848,0
11621,M,employed,1,71546,0.23637171,0
11622,F,employed,1,26139,0.95177341,0
11623,F,unemployed,1,0,0.75646162,0
11624,M,employed,1,12403,0.54631245,0
11625,F,employed,1,20667,0.0,0
11626,F,employed,0,11768,0.67949116,0
11627,M,unemployed,1,9764,0.62043357,0
11628,M,employed,1,39990,0.9574917,0
11629,M,unemployed,0,0,0.69382989,0
11630,M,student,0,0,0.9319731,0
11631,F,unemployed,1,2593,0.034869824,1
11632,F,employed,1,56184,0.74802566,0
11633,M,student,0,0,0.74219376,0
11634,M,employed,1,73429,0.0,0
11635,M,student,0,3562,0.63148165,0
11636,F,student,0,14412,0.69227892,0
11637,M,employed,1,22786,0.53817391,0
11638,F,retired,1,24470,0.24812801,0
11639,M,retired,1,5939,0.0,1
11640,M,student,0,10977,0.77005911,1
11641,M,employed,1,8533,0.0,0
11642,M,employed,0,13478,0.67823547,0
11643,F,student,0,0,0.9847945,0
11644,M,employed,1,27579,0.0,0
11645,M,employed,1,10808,0.52115554,0
11646,F,employed,1,13863,0.56518048,0
11647,M,employed,1,10010,0.52785754,0
11648,M,employed,1,48232,0.77285469,0
11649,F,retired,0,50586,0.0,0
11650,F,employed,1,7735,0.16783798,0
11651,M,employed,1,6481,0.93194067,0
11652,M,employed,1,9436,0.55795193,1
11653,F,unemployed,1,17290,0.87099272,0
11654,F,employed,0,7552,0.39489505,0
11655,F,employed,0,11186,0.095371582,0
11656,M,employed,1,11284,0.0,0
11657,M,employed,1,8172,0.70365578,0
11658,M,employed,1,19493,0.20418347,0
11659,F,retired,1,6775,0.0,0
11660,M,employed,1,21134,0.79010755,0
11661,M,employed,1,10009,0.85908723,0
11662,F,employed,1,757996,0.41614023,0
11663,F,student,0,0,0.31943896,0
11664,F,retired,0,8529,0.0,0
11665,F,retired,1,4037,0.0,0
11666,F,unemployed,0,5322,0.25847024,0
11667,F,employed,0,19118,0.24150227,0
11668,M,employed,1,7802,0.69874007,0
11669,M,retired,1,4962,0.086034447,0
11670,F,retired,1,9066,0.079715908,1
11671,M,employed,0,12467,0.0,0
11672,F,employed,1,4565,0.0,0
11673,M,unemployed,1,22813,0.6387037,0
11674,F,employed,1,5840,0.87645185,0
11675,F,employed,0,48959,0.25457162,0
11676,F,employed,1,47284,0.45094988,0
11677,F,unemployed,0,19491,0.0,0
11678,M,employed,1,11563,0.55395436,0
11679,M,unemployed,0,21448,0.0,0
11680,F,unemployed,1,5675,0.18667807,1
11681,M,employed,1,10022,0.48282543,0
11682,M,unemployed,1,0,0.0,0
11683,M,employed,1,14495,0.71035993,0
11684,F,employed,1,14335,0.56392491,0
11685,M,student,0,2999,0.84145784,0
11686,M,employed,0,5944,0.2353839,0
11687,M,unemployed,1,0,0.38682151,0
11688,F,student,0,0,0.89578277,0
11689,F,unemployed,1,0,0.97519028,0
11690,M,employed,0,6838,0.40558603,0
11691,M,employed,1,8182,0.86714941,0
11692,F,student,0,6467,0.39667732,0
11693,M,student,0,0,0.63861597,0
11694,F,employed,1,24023,0.086541377,0
11695,M,student,0,6448,0.76039225,0
11696,M,employed,1,13390,0.547804,0
11697,F,employed,0,8189,0.49090609,0
11698,F,employed,1,7552,0.0,0
11699,M,retired,1,14056,0.20041406,0
11700,M,employed,1,10669,0.53315121,0
11701,M,employed,1,8684,0.3708486,1
11702,M,retired,0,4570,0.27881053,0
11703,F,unemployed,1,0,0.8019613,0
11704,M,employed,1,47623,0.091772057,0
11705,F,unemployed,1,0,0.8380183,1
11706,F,student,1,0,0.0,0
11707,F,employed,1,5841,0.0,1
11708,M,employed,1,13323,0.0,0
11709,M,employed,1,6941,0.88269198,1
11710,F,employed,1,5344,0.50544673,0
11711,M,student,0,0,0.72650313,0
11712,F,employed,1,6855,0.71707207,0
11713,M,employed,1,36789,0.65538675,0
11714,M,employed,1,10273,0.0,0
11715,M,unemployed,1,19105,0.0,0
11716,F,employed,1,33933,0.64297485,0
11717,F,employed,1,9474,0.12613221,0
11718,M,unemployed,1,23458,0.5664503,0
11719,F,employed,1,26188,0.5868268,0
11720,M,employed,1,13906,0.5719375,0
11721,F,retired,1,58903,0.0,0
11722,M,unemployed,1,7804,0.0,0
11723,F,employed,1,34701,0.52759534,0
11724,M,retired,1,5276,0.3008768,1
11725,M,employed,1,59505,0.52619565,0
11726,M,retired,1,5617,0.0,0
11727,M,retired,0,4058,0.26331031,0
11728,M,employed,0,8667,0.30035648,0
11729,M,employed,0,30024,0.0,0
11730,M,employed,1,30870,0.8326658,0
11731,M,unemployed,1,6353,0.5461899,1
11732,F,employed,0,17425,0.66454089,0
11733,M,employed,0,8691,0.0,0
11734,M,unemployed,1,0,0.40836799,0
11735,F,unemployed,1,11861,0.5076074,0
11736,M,employed,1,17482,0.45920792,0
11737,F,employed,1,4110,0.67589843,0
11738,F,student,0,6411,0.2766428,0
11739,M,employed,1,8151,0.0,0
11740,M,employed,0,22829,0.0,0
11741,M,student,0,16544,0.076123692,0
11742,M,employed,0,24425,0.8918764,0
11743,F,employed,0,43062,0.72352093,0
11744,F,employed,0,16950,0.96583241,0
11745,M,employed,1,5389,0.11214127,0
11746,F,retired,0,4490,0.0,0
11747,M,employed,0,46521,0.70638496,0
11748,F,student,0,5037,0.86877275,0
11749,M,employed,1,11222,0.74960715,0
11750,M,employed,1,20173,0.0,0
11751,M,student,0,0,0.30823535,0
